p,n_labeled,k,degree,noise_std,setting,method,fdr_mean,fdr_std,tpr_mean,tpr_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,n_selected_mean,n_true_positives_mean,n_false_positives_mean,n_false_negatives_mean,r_squared_mean,elapsed_mean,peak_memory_mean,n_completed
5,400,2,2,0.5,semi_supervised,poly_omp,0.6,0.0,1.0,0.0,0.4000000000000001,5.551115123125783e-17,1.0,0.0,0.5714285714285715,0.0,0.5,0.0,20.0,2.0,3.0,0.0,-193.33059969181375,0.0024948753333546847,0.00634765625,3
5,400,2,2,0.5,semi_supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9671352287289013,0.39856592233331867,0.7441771825154623,3
5,400,2,2,0.5,semi_supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9662145034898529,0.3115710963333716,0.740687370300293,3
5,400,2,2,0.5,semi_supervised,sparse_poly_stlsq,0.1111111111111111,0.15713484026367722,0.6666666666666666,0.23570226039551584,0.8888888888888888,0.15713484026367724,0.6666666666666666,0.23570226039551584,0.7111111111111111,0.06285393610547094,0.7777777777777777,0.03928371006591927,3.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,-184.81610186283558,0.000729060333317951,0.0063018798828125,3
5,400,3,2,0.5,supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,5.149514884333333,0.7675514221191406,3
5,400,3,2,0.5,supervised,poly_lasso,0.4166666666666667,0.11785113019775792,1.0,0.0,0.5833333333333334,0.11785113019775792,1.0,0.0,0.7301587301587301,0.08979133729352982,0.6944444444444443,0.039283710065919325,6.333333333333333,2.3333333333333335,1.6666666666666667,0.0,-341.3789488861476,0.17330844299999626,0.00621795654296875,3
5,400,3,2,0.5,supervised,poly_omp,0.5333333333333333,0.09428090415820632,1.0,0.0,0.4666666666666666,0.09428090415820632,1.0,0.0,0.6309523809523809,0.08417937871268413,0.5,0.0,20.0,2.3333333333333335,2.6666666666666665,0.0,-376.03640887301003,0.0021632799999906638,0.0062103271484375,3
5,400,3,2,0.5,supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9967752992680102,0.764947584666705,0.744267463684082,3
5,400,3,2,0.5,supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9968190595670491,0.3124059863333362,0.7406733830769857,3
5,400,3,2,0.5,supervised,sparse_poly_stlsq,0.0,0.0,0.611111111111111,0.28327886186626583,1.0,0.0,0.611111111111111,0.28327886186626583,0.7222222222222222,0.20786985482077452,0.8055555555555555,0.14163943093313291,1.6666666666666667,1.3333333333333333,0.0,1.0,-341.62593891824923,0.000663468666668147,0.0062408447265625,3
5,400,3,2,0.5,semi_supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,11.397410045666712,0.844397226969401,3
